image_a,image_b,label,identity_a,identity_b,pair_type,cosine_similarity
D:\biztech\preprocessed_images\person_074\img_13.jpg,D:\biztech\preprocessed_images\person_074\img_17.jpg,1,person_074,person_074,positive,0.579653
D:\biztech\preprocessed_images\person_234\img_01.jpg,D:\biztech\preprocessed_images\person_234\img_07.jpg,1,person_234,person_234,positive,0.449065
D:\biztech\preprocessed_images\person_058\img_19.jpg,D:\biztech\preprocessed_images\person_164\img_09.jpg,0,person_058,person_164,negative,-0.039220
D:\biztech\preprocessed_images\person_271\img_02.jpg,D:\biztech\preprocessed_images\person_271\img_06.jpg,1,person_271,person_271,positive,0.686597
D:\biztech\preprocessed_images\person_082\img_02.jpg,D:\biztech\preprocessed_images\person_082\img_09.jpg,1,person_082,person_082,positive,0.867742
D:\biztech\preprocessed_images\person_095\img_08.jpg,D:\biztech\preprocessed_images\person_374\img_03.jpg,0,person_095,person_374,negative,-0.335262
D:\biztech\preprocessed_images\person_587\img_02.jpg,D:\biztech\preprocessed_images\person_587\img_03.jpg,1,person_587,person_587,positive,0.680664
D:\biztech\preprocessed_images\person_364\img_05.jpg,D:\biztech\preprocessed_images\person_411\img_05.jpg,0,person_364,person_411,negative,0.440602
D:\biztech\preprocessed_images\person_297\img_01.jpg,D:\biztech\preprocessed_images\person_229\img_02.jpg,0,person_297,person_229,negative,-0.239950
D:\biztech\preprocessed_images\person_197\img_03.jpg,D:\biztech\preprocessed_images\person_100\img_08.jpg,0,person_197,person_100,negative,0.015424
D:\biztech\preprocessed_images\person_374\img_01.jpg,D:\biztech\preprocessed_images\person_090\img_01.jpg,0,person_374,person_090,negative,0.066229
D:\biztech\preprocessed_images\person_601\img_04.jpg,D:\biztech\preprocessed_images\person_007\img_55.jpg,0,person_601,person_007,negative,0.485539
D:\biztech\preprocessed_images\person_518\img_01.jpg,D:\biztech\preprocessed_images\person_388\img_03.jpg,0,person_518,person_388,negative,-0.184662
D:\biztech\preprocessed_images\person_388\img_01.jpg,D:\biztech\preprocessed_images\person_575\img_02.jpg,0,person_388,person_575,negative,-0.261225
D:\biztech\preprocessed_images\person_147\img_05.jpg,D:\biztech\preprocessed_images\person_282\img_03.jpg,0,person_147,person_282,negative,-0.443455
D:\biztech\preprocessed_images\person_168\img_02.jpg,D:\biztech\preprocessed_images\person_229\img_02.jpg,0,person_168,person_229,negative,0.049538
D:\biztech\preprocessed_images\person_031\img_26.jpg,D:\biztech\preprocessed_images\person_115\img_11.jpg,0,person_031,person_115,negative,0.244052
D:\biztech\preprocessed_images\person_033\img_07.jpg,D:\biztech\preprocessed_images\person_033\img_15.jpg,1,person_033,person_033,positive,0.305191
D:\biztech\preprocessed_images\person_147\img_02.jpg,D:\biztech\preprocessed_images\person_607\img_01.jpg,0,person_147,person_607,negative,0.006890
D:\biztech\preprocessed_images\person_143\img_01.jpg,D:\biztech\preprocessed_images\person_143\img_02.jpg,1,person_143,person_143,positive,0.862320
D:\biztech\preprocessed_images\person_474\img_02.jpg,D:\biztech\preprocessed_images\person_474\img_03.jpg,1,person_474,person_474,positive,0.492927
D:\biztech\preprocessed_images\person_430\img_04.jpg,D:\biztech\preprocessed_images\person_239\img_01.jpg,0,person_430,person_239,negative,-0.232970
D:\biztech\preprocessed_images\person_104\img_03.jpg,D:\biztech\preprocessed_images\person_104\img_13.jpg,1,person_104,person_104,positive,0.076855
D:\biztech\preprocessed_images\person_439\img_02.jpg,D:\biztech\preprocessed_images\person_160\img_08.jpg,0,person_439,person_160,negative,-0.035294
D:\biztech\preprocessed_images\person_026\img_25.jpg,D:\biztech\preprocessed_images\person_058\img_01.jpg,0,person_026,person_058,negative,-0.128344
D:\biztech\preprocessed_images\person_033\img_22.jpg,D:\biztech\preprocessed_images\person_390\img_01.jpg,0,person_033,person_390,negative,0.076510
D:\biztech\preprocessed_images\person_518\img_03.jpg,D:\biztech\preprocessed_images\person_251\img_07.jpg,0,person_518,person_251,negative,0.070418
D:\biztech\preprocessed_images\person_168\img_02.jpg,D:\biztech\preprocessed_images\person_168\img_07.jpg,1,person_168,person_168,positive,0.864354
D:\biztech\preprocessed_images\person_047\img_18.jpg,D:\biztech\preprocessed_images\person_047\img_23.jpg,1,person_047,person_047,positive,0.296414
D:\biztech\preprocessed_images\person_164\img_03.jpg,D:\biztech\preprocessed_images\person_164\img_08.jpg,1,person_164,person_164,positive,0.535699
D:\biztech\preprocessed_images\person_082\img_02.jpg,D:\biztech\preprocessed_images\person_082\img_05.jpg,1,person_082,person_082,positive,0.891932
D:\biztech\preprocessed_images\person_559\img_02.jpg,D:\biztech\preprocessed_images\person_559\img_04.jpg,1,person_559,person_559,positive,0.616699
D:\biztech\preprocessed_images\person_164\img_02.jpg,D:\biztech\preprocessed_images\person_164\img_07.jpg,1,person_164,person_164,positive,0.039444
D:\biztech\preprocessed_images\person_095\img_03.jpg,D:\biztech\preprocessed_images\person_550\img_04.jpg,0,person_095,person_550,negative,-0.169057
D:\biztech\preprocessed_images\person_128\img_01.jpg,D:\biztech\preprocessed_images\person_128\img_04.jpg,1,person_128,person_128,positive,0.425313
D:\biztech\preprocessed_images\person_388\img_01.jpg,D:\biztech\preprocessed_images\person_204\img_05.jpg,0,person_388,person_204,negative,0.460566
D:\biztech\preprocessed_images\person_072\img_03.jpg,D:\biztech\preprocessed_images\person_072\img_05.jpg,1,person_072,person_072,positive,0.300872
D:\biztech\preprocessed_images\person_224\img_04.jpg,D:\biztech\preprocessed_images\person_224\img_05.jpg,1,person_224,person_224,positive,0.641437
D:\biztech\preprocessed_images\person_095\img_03.jpg,D:\biztech\preprocessed_images\person_297\img_01.jpg,0,person_095,person_297,negative,0.499047
D:\biztech\preprocessed_images\person_096\img_07.jpg,D:\biztech\preprocessed_images\person_096\img_14.jpg,1,person_096,person_096,positive,0.509121
D:\biztech\preprocessed_images\person_576\img_02.jpg,D:\biztech\preprocessed_images\person_474\img_02.jpg,0,person_576,person_474,negative,-0.218879
D:\biztech\preprocessed_images\person_074\img_04.jpg,D:\biztech\preprocessed_images\person_058\img_06.jpg,0,person_074,person_058,negative,-0.379585
D:\biztech\preprocessed_images\person_601\img_01.jpg,D:\biztech\preprocessed_images\person_430\img_01.jpg,0,person_601,person_430,negative,0.014689
D:\biztech\preprocessed_images\person_272\img_04.jpg,D:\biztech\preprocessed_images\person_374\img_02.jpg,0,person_272,person_374,negative,-0.127122
D:\biztech\preprocessed_images\person_550\img_02.jpg,D:\biztech\preprocessed_images\person_388\img_04.jpg,0,person_550,person_388,negative,0.148883
D:\biztech\preprocessed_images\person_147\img_09.jpg,D:\biztech\preprocessed_images\person_235\img_01.jpg,0,person_147,person_235,negative,0.266625
D:\biztech\preprocessed_images\person_550\img_03.jpg,D:\biztech\preprocessed_images\person_168\img_06.jpg,0,person_550,person_168,negative,-0.003949
D:\biztech\preprocessed_images\person_430\img_01.jpg,D:\biztech\preprocessed_images\person_430\img_02.jpg,1,person_430,person_430,positive,0.797322
D:\biztech\preprocessed_images\person_090\img_11.jpg,D:\biztech\preprocessed_images\person_090\img_15.jpg,1,person_090,person_090,positive,0.715250
D:\biztech\preprocessed_images\person_297\img_03.jpg,D:\biztech\preprocessed_images\person_239\img_07.jpg,0,person_297,person_239,negative,-0.176772
D:\biztech\preprocessed_images\person_218\img_05.jpg,D:\biztech\preprocessed_images\person_218\img_07.jpg,1,person_218,person_218,positive,0.615502
D:\biztech\preprocessed_images\person_512\img_01.jpg,D:\biztech\preprocessed_images\person_068\img_17.jpg,0,person_512,person_068,negative,-0.080828
D:\biztech\preprocessed_images\person_235\img_06.jpg,D:\biztech\preprocessed_images\person_582\img_01.jpg,0,person_235,person_582,negative,-0.136988
D:\biztech\preprocessed_images\person_465\img_03.jpg,D:\biztech\preprocessed_images\person_406\img_04.jpg,0,person_465,person_406,negative,-0.380622
D:\biztech\preprocessed_images\person_026\img_14.jpg,D:\biztech\preprocessed_images\person_026\img_25.jpg,1,person_026,person_026,positive,0.725801
D:\biztech\preprocessed_images\person_587\img_02.jpg,D:\biztech\preprocessed_images\person_104\img_03.jpg,0,person_587,person_104,negative,-0.027238
D:\biztech\preprocessed_images\person_439\img_02.jpg,D:\biztech\preprocessed_images\person_439\img_03.jpg,1,person_439,person_439,positive,0.780244
D:\biztech\preprocessed_images\person_095\img_08.jpg,D:\biztech\preprocessed_images\person_095\img_10.jpg,1,person_095,person_095,positive,0.715845
D:\biztech\preprocessed_images\person_390\img_04.jpg,D:\biztech\preprocessed_images\person_604\img_04.jpg,0,person_390,person_604,negative,0.273865
D:\biztech\preprocessed_images\person_390\img_05.jpg,D:\biztech\preprocessed_images\person_160\img_09.jpg,0,person_390,person_160,negative,-0.275294
D:\biztech\preprocessed_images\person_282\img_02.jpg,D:\biztech\preprocessed_images\person_282\img_06.jpg,1,person_282,person_282,positive,0.673886
D:\biztech\preprocessed_images\person_224\img_03.jpg,D:\biztech\preprocessed_images\person_596\img_04.jpg,0,person_224,person_596,negative,-0.244166
D:\biztech\preprocessed_images\person_460\img_03.jpg,D:\biztech\preprocessed_images\person_587\img_02.jpg,0,person_460,person_587,negative,-0.372621
D:\biztech\preprocessed_images\person_411\img_04.jpg,D:\biztech\preprocessed_images\person_582\img_01.jpg,0,person_411,person_582,negative,-0.287530
D:\biztech\preprocessed_images\person_239\img_03.jpg,D:\biztech\preprocessed_images\person_143\img_03.jpg,0,person_239,person_143,negative,-0.131799
D:\biztech\preprocessed_images\person_353\img_02.jpg,D:\biztech\preprocessed_images\person_128\img_06.jpg,0,person_353,person_128,negative,-0.062919
D:\biztech\preprocessed_images\person_271\img_04.jpg,D:\biztech\preprocessed_images\person_271\img_06.jpg,1,person_271,person_271,positive,0.614056
D:\biztech\preprocessed_images\person_045\img_02.jpg,D:\biztech\preprocessed_images\person_045\img_06.jpg,1,person_045,person_045,positive,0.728277
D:\biztech\preprocessed_images\person_072\img_08.jpg,D:\biztech\preprocessed_images\person_072\img_14.jpg,1,person_072,person_072,positive,0.172850
D:\biztech\preprocessed_images\person_605\img_03.jpg,D:\biztech\preprocessed_images\person_007\img_49.jpg,0,person_605,person_007,negative,-0.042712
D:\biztech\preprocessed_images\person_047\img_03.jpg,D:\biztech\preprocessed_images\person_047\img_14.jpg,1,person_047,person_047,positive,0.735735
D:\biztech\preprocessed_images\person_160\img_03.jpg,D:\biztech\preprocessed_images\person_160\img_09.jpg,1,person_160,person_160,positive,0.640509
D:\biztech\preprocessed_images\person_285\img_01.jpg,D:\biztech\preprocessed_images\person_474\img_03.jpg,0,person_285,person_474,negative,-0.161675
D:\biztech\preprocessed_images\person_058\img_17.jpg,D:\biztech\preprocessed_images\person_058\img_20.jpg,1,person_058,person_058,positive,0.334868
D:\biztech\preprocessed_images\person_226\img_07.jpg,D:\biztech\preprocessed_images\person_601\img_02.jpg,0,person_226,person_601,negative,-0.241532
D:\biztech\preprocessed_images\person_176\img_04.jpg,D:\biztech\preprocessed_images\person_176\img_06.jpg,1,person_176,person_176,positive,0.693188
D:\biztech\preprocessed_images\person_368\img_01.jpg,D:\biztech\preprocessed_images\person_368\img_04.jpg,1,person_368,person_368,positive,0.217612
D:\biztech\preprocessed_images\person_074\img_02.jpg,D:\biztech\preprocessed_images\person_100\img_14.jpg,0,person_074,person_100,negative,-0.285045
D:\biztech\preprocessed_images\person_045\img_04.jpg,D:\biztech\preprocessed_images\person_045\img_05.jpg,1,person_045,person_045,positive,0.642378
D:\biztech\preprocessed_images\person_349\img_04.jpg,D:\biztech\preprocessed_images\person_349\img_05.jpg,1,person_349,person_349,positive,0.800372
D:\biztech\preprocessed_images\person_465\img_02.jpg,D:\biztech\preprocessed_images\person_349\img_04.jpg,0,person_465,person_349,negative,-0.003208
D:\biztech\preprocessed_images\person_147\img_04.jpg,D:\biztech\preprocessed_images\person_147\img_05.jpg,1,person_147,person_147,positive,0.741471
D:\biztech\preprocessed_images\person_364\img_05.jpg,D:\biztech\preprocessed_images\person_349\img_01.jpg,0,person_364,person_349,negative,-0.134749
D:\biztech\preprocessed_images\person_047\img_01.jpg,D:\biztech\preprocessed_images\person_047\img_11.jpg,1,person_047,person_047,positive,0.720742
D:\biztech\preprocessed_images\person_204\img_05.jpg,D:\biztech\preprocessed_images\person_204\img_06.jpg,1,person_204,person_204,positive,0.810547
D:\biztech\preprocessed_images\person_371\img_05.jpg,D:\biztech\preprocessed_images\person_439\img_04.jpg,0,person_371,person_439,negative,-0.145801
D:\biztech\preprocessed_images\person_364\img_03.jpg,D:\biztech\preprocessed_images\person_460\img_04.jpg,0,person_364,person_460,negative,-0.161489
D:\biztech\preprocessed_images\person_603\img_01.jpg,D:\biztech\preprocessed_images\person_471\img_02.jpg,0,person_603,person_471,negative,-0.126434
D:\biztech\preprocessed_images\person_297\img_04.jpg,D:\biztech\preprocessed_images\person_297\img_05.jpg,1,person_297,person_297,positive,0.607381
D:\biztech\preprocessed_images\person_147\img_06.jpg,D:\biztech\preprocessed_images\person_147\img_07.jpg,1,person_147,person_147,positive,0.427972
D:\biztech\preprocessed_images\person_282\img_04.jpg,D:\biztech\preprocessed_images\person_226\img_01.jpg,0,person_282,person_226,negative,-0.055201
D:\biztech\preprocessed_images\person_235\img_05.jpg,D:\biztech\preprocessed_images\person_235\img_06.jpg,1,person_235,person_235,positive,0.664919
D:\biztech\preprocessed_images\person_031\img_12.jpg,D:\biztech\preprocessed_images\person_239\img_03.jpg,0,person_031,person_239,negative,0.187490
D:\biztech\preprocessed_images\person_430\img_02.jpg,D:\biztech\preprocessed_images\person_026\img_09.jpg,0,person_430,person_026,negative,-0.103639
D:\biztech\preprocessed_images\person_160\img_04.jpg,D:\biztech\preprocessed_images\person_160\img_09.jpg,1,person_160,person_160,positive,0.800312
D:\biztech\preprocessed_images\person_272\img_03.jpg,D:\biztech\preprocessed_images\person_270\img_01.jpg,0,person_272,person_270,negative,-0.223226
D:\biztech\preprocessed_images\person_353\img_04.jpg,D:\biztech\preprocessed_images\person_045\img_15.jpg,0,person_353,person_045,negative,-0.072047
D:\biztech\preprocessed_images\person_026\img_12.jpg,D:\biztech\preprocessed_images\person_026\img_33.jpg,1,person_026,person_026,positive,0.871166
D:\biztech\preprocessed_images\person_115\img_08.jpg,D:\biztech\preprocessed_images\person_239\img_05.jpg,0,person_115,person_239,negative,-0.053327
D:\biztech\preprocessed_images\person_388\img_03.jpg,D:\biztech\preprocessed_images\person_388\img_04.jpg,1,person_388,person_388,positive,0.857256
D:\biztech\preprocessed_images\person_147\img_03.jpg,D:\biztech\preprocessed_images\person_147\img_08.jpg,1,person_147,person_147,positive,0.756474
D:\biztech\preprocessed_images\person_234\img_06.jpg,D:\biztech\preprocessed_images\person_406\img_01.jpg,0,person_234,person_406,negative,-0.264671
D:\biztech\preprocessed_images\person_271\img_05.jpg,D:\biztech\preprocessed_images\person_271\img_06.jpg,1,person_271,person_271,positive,0.745049
D:\biztech\preprocessed_images\person_215\img_04.jpg,D:\biztech\preprocessed_images\person_324\img_04.jpg,0,person_215,person_324,negative,0.464728
D:\biztech\preprocessed_images\person_090\img_01.jpg,D:\biztech\preprocessed_images\person_090\img_15.jpg,1,person_090,person_090,positive,0.714855
D:\biztech\preprocessed_images\person_164\img_09.jpg,D:\biztech\preprocessed_images\person_297\img_01.jpg,0,person_164,person_297,negative,-0.110704
D:\biztech\preprocessed_images\person_164\img_01.jpg,D:\biztech\preprocessed_images\person_164\img_05.jpg,1,person_164,person_164,positive,0.668563
D:\biztech\preprocessed_images\person_176\img_05.jpg,D:\biztech\preprocessed_images\person_176\img_06.jpg,1,person_176,person_176,positive,0.834618
D:\biztech\preprocessed_images\person_147\img_01.jpg,D:\biztech\preprocessed_images\person_147\img_10.jpg,1,person_147,person_147,positive,0.062205
